titulo,preco,bairro,area,quartos,banheiros,vagas,finalidade,fonte,link
Excelente casa à venda no bairro Caminho do Sol!,1300000.0,Caminho Do Sol,550.0,5,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/excelente-casa-a-venda-no-bairro-caminho-do-sol-1526638499
Casa a Venda na Vila Eduardo - Terreno 10x25,600000.0,Loteamento Recife,250.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-vila-eduardo-terreno-10x25-1530870273
CASA 3 QUARTOS LOTEAMENTO RECIFE,360000.0,Loteamento Recife,76.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-3-quartos-loteamento-recife-1530864553
Venda de casa em condomínio fechado ,360000.0,Cohab Sao Francisco,144.0,2,1,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/venda-de-casa-em-condominio-fechado-1530860443
Casa de Esquina/Grande,280000.0,Jardim Sao Paulo,,3,2,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-esquina-grande-1530858082
Imóvel para venda tem 75 metros quadrados com 2 quartos em Jatobá - Petrolina - PE,298000.0,Jatoba,75.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-tem-75-metros-quadrados-com-2-quartos-em-jatoba-petrolina-pe-1530697033
Imóvel para venda com 75 metros quadrados com 3 quartos em Antônio Cassimiro - Petrolina -,250000.0,Antonio Cassimiro,75.0,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-com-75-metros-quadrados-com-3-quartos-em-antonio-cassimiro-petrolina-1530688189
"Vendo casa mobiliada condomínio encontro das águas, 03 quartos sendo uma suíte e piscina",750000.0,Cohab Sao Francisco,130.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-mobiliada-condominio-encontro-das-aguas-03-quartos-sendo-uma-suite-e-piscina-1494810986
Imóvel para venda possui 200 metros quadrados com 3 quartos em Jatobá - Petrolina - PE,350000.0,Jatoba,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-possui-200-metros-quadrados-com-3-quartos-em-jatoba-petrolina-pe-1530604496
Casa a venda na COHAB VI,167000.0,Cohab Sao Francisco,60.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-cohab-vi-1530508623
"Apartamento vista livre, nascente, na melhor localização da cidade",600000.0,Vila Eduardo,74.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-vista-livre-nascente-na-melhor-localizacao-da-cidade-1526970892
VENDE-SE APARTAMENTO MOBILIADO NO CONDOMÍNIO SAINT-MICHEL  ORLA DE PETROLINA/PE,1000000.0,Sao Jose,84.0,3,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-se-apartamento-mobiliado-no-condominio-saint-michel-orla-de-petrolina-pe-1530502412
Casa em Condomínio a venda,480000.0,Topazio,,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-condominio-a-venda-1514146479
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Vila MOCO - Petrolina/PE",580000.0,Vila Moco,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-3-quartos-1-suite-1-vaga-vila-moco-petrolina-pe-1530485363
APARTAMENTO CAMINHO DO SOL MOBILIADO ,365000.0,Caminho Do Sol,74.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-caminho-do-sol-mobiliado-1528574088
Vendo - se uma casa ,70000.0,Fernando Idalino,,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-se-uma-casa-1530354285
"Casa 163m² com Terreno 200m² | Petrolina-PE | Loteamento Recife - 3 Dorms, 2 Banheiros e 1",301600.0,Loteamento Recife,200.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-163m-com-terreno-200m-petrolina-pe-loteamento-recife-3-dorms-2-banheiros-e-1-1530332245
"Casa com piscina, 3 minutos do Mix Matheus ",590000.0,Cohab Massangano,,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-com-piscina-3-minutos-do-mix-matheus-1530323105
Casa a venda no condomínio Buona Vita com 3 suítes ,1100000.0,Loteamento Recife,139.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-condominio-buona-vita-com-3-suites-1480268678
Vendo Casa mobiliada em condomínio (direto com proprietário) ,320000.0,Areia Branca,,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-mobiliada-em-condominio-direto-com-proprietario-1530191024
"Casa à venda, 2 quartos, 1 suíte, 1 vaga, Bela Vista Massangano - Petrolina/PE",265000.0,Cohab Massangano,76.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-2-quartos-1-suite-1-vaga-bela-vista-massangano-petrolina-pe-1530166306
"Casa à venda no Bairro Boa Esperança, 3 quartos, gourmet, Petrolina-PE",520000.0,Loteamento Recife,200.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-boa-esperanca-3-quartos-gourmet-petrolina-pe-1530105457
CASA PARA VENDA - 05 QUARTOS- GERCINO COELHO,400000.0,Gercino Coelho,89.0,4,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-05-quartos-gercino-coelho-1530103668
"Casa à venda no bairro Ouro Preto, 3 quartos, closet, área gourmet, Petrolina",460000.0,Antonio Cassimiro,156.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-ouro-preto-3-quartos-closet-area-gourmet-petrolina-1530102901
"Casa à venda no Bairro Vila Débora, 3 quartos, Gourmet, Petrolina",480000.0,Dom Avelar,110.0,1,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-vila-debora-3-quartos-gourmet-petrolina-1530102419
Apartamento Térreo Jatobá 3/4,380000.0,Jatoba,78.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-terreo-jatoba-3-4-1530099288
"Vende Casa 3quartos, 1suíte com closet no Loteamento Colinas do Rio, Petrolina/P",460000.0,Cohab Sao Francisco,97.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-casa-3quartos-1suite-com-closet-no-loteamento-colinas-do-rio-petrolina-p-1530084017
"Casa em LEILÃO -- PETROLINA/PE, 45.05% abaixo da avaliação",494585.0,Areia Branca,44.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-leilao-petrolina-pe-45-05-abaixo-da-avaliacao-1530063687
Térrea para venda tem 100 metros quadrados com 3 quartos em João de Deus - Petrolina - PE,235000.0,Joao De Deus,100.0,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/terrea-para-venda-tem-100-metros-quadrados-com-3-quartos-em-joao-de-deus-petrolina-pe-1529938404
"Casa a venda no bairro Terra do Sul, logo no começo.OBS: aceito trocas em carro e moto.",90000.0,Terra Do Sul,80.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-terra-do-sul-logo-no-comeco-obs-aceito-trocas-em-carro-e-moto-1529905622
Apartamento com energia solar á venda no Jatobá em Petrolina,245000.0,Jatoba,68.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-com-energia-solar-a-venda-no-jatoba-em-petrolina-1504509650
Casa a venda na Vila Eulália em Petrolina ,350000.0,Vila Eulalia,90.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-na-vila-eulalia-em-petrolina-1529647750
Casa a venda no Loteamento Recife em Petrolina com 3 quartos ,650000.0,Loteamento Recife,120.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-recife-em-petrolina-com-3-quartos-1446644172
Apartamento a venda com 3 quartos e 2 vagas de garagem no Centro de Petrolina,499000.0,,126.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-com-3-quartos-e-2-vagas-de-garagem-no-centro-de-petrolina-1445987324
APARTAMENTOS NO BAIRRO VILA EDUARDO! PRÉDIO COM ELEVADOR ,155000.0,Loteamento Recife,28.0,1,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamentos-no-bairro-vila-eduardo-predio-com-elevador-1496904197
VENDO APARTAMENTO DÉCIMO ANDAR EDF CHATEAU DUVALIER!,550000.0,Loteamento Recife,70.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-apartamento-decimo-andar-edf-chateau-duvalier-1445734420
Casa térrea .. dias melhores virão ,450000.0,Jatoba,,3,3,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-dias-melhores-virao-1513579235
Condomínio Residencial Pedra Linda ,254000.0,Cohab Sao Francisco,144.0,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/condominio-residencial-pedra-linda-1529532342
APTO 201 - RIO JARDIM - 109m² - 3Q 1 SUITE + ARMARIOS + VAGA 201 - PETROLINA -  PE ,420000.0,Centro,109.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apto-201-rio-jardim-109m-3q-1-suite-armarios-vaga-201-petrolina-pe-1529508776
"Apartamento de 180 m² com 2 suítes à venda em Atrás da Banca, Petrolina",1500000.0,Atras Da Banca,180.0,2,3,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-de-180-m-com-2-suites-a-venda-em-atras-da-banca-petrolina-1529499894
CASA À VENDA  CONDOMÍNIO ALPHAVILLE,1500000.0,Centro,300.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-condominio-alphaville-1529480629
Imóvel para venda com 150 metros quadrados com 3 quartos em Portal da Cidade - Petrolina -,330000.0,Portal Da Cidade,150.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/imovel-para-venda-com-150-metros-quadrados-com-3-quartos-em-portal-da-cidade-petrolina-1529325631
CASA TÉRREA NO ALPHAVILLE PETROLINA,1790000.0,Centro,340.0,4,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-no-alphaville-petrolina-1529312381
Vende casa no haras pé de serra 2,155000.0,Dom Avelar,200.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-casa-no-haras-pe-de-serra-2-1529254838
Oportunidade de sair do aluguel ,200000.0,Areia Branca,75.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/oportunidade-de-sair-do-aluguel-1529250729
"VENDO IMOVEL COMERCIAL E RESIDENCIAL PETROLINA, 2 APARTAMENTOS 1 PONTO COMERCIAL.",700000.0,Ouro Preto,300.0,3,3,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-imovel-comercial-e-residencial-petrolina-2-apartamentos-1-ponto-comercial-1527153386
Casa no Vale Dourado,400000.0,Pedra Linda,138.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-vale-dourado-1529175543
Vendo casa pronta para financiar ,390000.0,Jatoba,,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-pronta-para-financiar-1529175008
CASA PARA VENDA - 03 QUARTOS - ENERGIA SOLAR - NASCENTE,265000.0,Boa Esperanca,100.0,3,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-03-quartos-energia-solar-nascente-1531593982
"Casa à venda no Cond. Sol Nascente Etapas, 4 quartos, gourmet, Petrolina",1250000.0,Cidade Universitaria,165.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-cond-sol-nascente-etapas-4-quartos-gourmet-petrolina-1529164402
Casa a venda (JATOBÁ),385000.0,Maria Auxiliadora,184.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-jatoba-1529141975
Apartamento para venda no bairro Jatobá,340000.0,Centro,97.0,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-para-venda-no-bairro-jatoba-1529102971
Casa à venda no Loteamento Recife,285000.0,Loteamento Recife,,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-loteamento-recife-1529088230
APARTAMENTO NOVO NA ORLA COM VISTA DEFINITIVA PARA O RIO!,1800000.0,Centro,132.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-novo-na-orla-com-vista-definitiva-para-o-rio-1529080173
CASA NASCENTE NO CONDOMÍNIO BUONA VITA,1150000.0,Centro,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nascente-no-condominio-buona-vita-1529079665
Casa à venda no bairro Portal da Cidade,275000.0,Sao Goncalo,100.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-no-bairro-portal-da-cidade-1529075363
Casa para venda com 100 metros quadrados em Centro - Petrolina - Pernambuco,550000.0,Centro,100.0,4,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-com-100-metros-quadrados-em-centro-petrolina-pernambuco-1466258021
LINDA CASA A VENDA NOVA! PREÇO IMPERDÍVEL!,225000.0,Loteamento Recife,100.0,3,2,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/linda-casa-a-venda-nova-preco-imperdivel-1231516174
VENDO APARTAMENTO ORLA 1 com 105m2! Um por andar! ,600000.0,Loteamento Recife,105.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-apartamento-orla-1-com-105m2-um-por-andar-1452394439
VENDO LINDA CASA 2 PAVIMENTOS CONDOMÍNIO BUONA VITA! ,1450000.0,Loteamento Recife,280.0,4,5,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-linda-casa-2-pavimentos-condominio-buona-vita-1494004835
VENDO APARTAMENTO NO COND. MORADA REAL! BAIRRO JATOBÁ! ,350000.0,Loteamento Recife,65.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-apartamento-no-cond-morada-real-bairro-jatoba-1329745546
"VENDO APARTAMENTO CENTRAL GRANDE! 114m2, 3 suítes! ",450000.0,Loteamento Recife,114.0,3,4,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-apartamento-central-grande-114m2-3-suites-1329744919
CASA DOIS PAVIMENTOS CONDOMÍNIO BUONA VITA! ,1150000.0,Loteamento Recife,240.0,3,4,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-dois-pavimentos-condominio-buona-vita-1368002415
LINDA CASA A VENDA NO CONDOMÍNIO BUONA VITA! ,979000.0,Loteamento Recife,200.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/linda-casa-a-venda-no-condominio-buona-vita-1393376482
OPORTUNIDADE CASA LUXO CONDOMÍNIO COLINAS BELLA VISTA!,900000.0,Loteamento Recife,276.0,3,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/oportunidade-casa-luxo-condominio-colinas-bella-vista-1087840816
CASA À VENDA BUONA VITA CONDOMÍNIO! OPORTUNIDADE!,950000.0,Loteamento Recife,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-buona-vita-condominio-oportunidade-1493938873
VENDO CASA COND. BUONA VITA! PISCINA E PRONTA PARA FINANCIAR! ,1100000.0,Loteamento Recife,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-cond-buona-vita-piscina-e-pronta-para-financiar-1493941630
VENDO CASA LUXO BAIRRO PADRE JOSÉ DE CASTRO! PISCINA! ,610000.0,Loteamento Recife,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-luxo-bairro-padre-jose-de-castro-piscina-1493940335
CASA LUXO 200M2 PRONTA PARA FINANCIAR! RUA ASFALTADA! ,525000.0,Loteamento Recife,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-luxo-200m2-pronta-para-financiar-rua-asfaltada-1494913025
Duas casas pelo preço de uma no jardim Guararapes em Petrolina ,240000.0,,200.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/duas-casas-pelo-preco-de-uma-no-jardim-guararapes-em-petrolina-1528958196
"Casa à venda com três quartos, sendo um uma suíte - Lot. Recife | Petrolina-PE",365000.0,Loteamento Recife,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-tres-quartos-sendo-um-uma-suite-lot-recife-petrolina-pe-1528955688
Casa pra vender vila Eulália *,389000.0,Vila Eulalia,230000.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-pra-vender-vila-eulalia-1521835241
Apartamento Flat Vitae ,409990.0,Centro,24.0,1,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-flat-vitae-1528919461
Casa a venda ,195000.0,Centro,,3,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-1528890183
Vende-se casa no Fernando Idalino,140000.0,Fernando Idalino,150.0,3,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vende-se-casa-no-fernando-idalino-1528871894
Sua nova história começa em uma casa de alto padrão no Condomínio Sol Nascente   Aprese,1390000.0,Cidade Universitaria,242.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/sua-nova-historia-comeca-em-uma-casa-de-alto-padrao-no-condominio-sol-nascente-aprese-1520569841
APTO VILA MARIANA ,350000.0,Vila Moco,50.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apto-vila-mariana-1497889741
Casa a venda por preço imbatível no Loteamento Recife,295000.0,Centro,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-por-preco-imbativel-no-loteamento-recife-1528835617
EXCELENTE CASA VILA EULÁLIA RUA ASFALTADA ,430000.0,Vila Eulalia,250.0,4,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/excelente-casa-vila-eulalia-rua-asfaltada-1525521820
Casa Rio Jordão ,198000.0,Jatoba,200.0,2,1,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-rio-jordao-1528777329
VALE DOS COQUEIROS - Apartamento,250000.0,Cohab Sao Francisco,50.0,2,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vale-dos-coqueiros-apartamento-1528765960
Para vender rápido por motivo de mudança do estado aceito carro/moto na negociação ,299900.0,Dom Avelar,300.0,3,2,3,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/para-vender-rapido-por-motivo-de-mudanca-do-estado-aceito-carro-moto-na-negociacao-1515291881
Casa a Venda com Ponto comercial ,1500000.0,Maria Auxiliadora,200.0,5,4,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-com-ponto-comercial-1528624666
EXCLUSIVIDADE E SOFISTICAÇÃO NO ALPHAVILLE,3300000.0,Centro,300.0,3,5,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/exclusividade-e-sofisticacao-no-alphaville-1528581512
"**INVESTIDOR, TRANSFORME 426 m² NO CENTRO DE PETROLINA EM ATÉ 17 SALAS COMERCIAIS!**",2450000.0,Centro,426.0,5,5,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/investidor-transforme-426-m-no-centro-de-petrolina-em-ate-17-salas-comerciais-1528568220
Casa no padre Cícero ,350000.0,Dom Avelar,,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-padre-cicero-1512577138
Casa Excelente Acabamento Don Avelar,320000.0,Dom Avelar,100.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-excelente-acabamento-don-avelar-1528470411
VENDO CASA AMPLA DE ALTO PADRÃO.,680000.0,Cohab Sao Francisco,345.0,4,5,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/vendo-casa-ampla-de-alto-padrao-1528464884
Parcele sua casa,200000.0,Massangano,,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/parcele-sua-casa-1528378971
Repasso apartamento condomínio Vale do Sol ,75000.0,Topazio,,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/repasso-apartamento-condominio-vale-do-sol-1528311013
Apartamento Reformado à venda no Condomínio Paulo Coelho em Petrolina próximo a Univasf,350000.0,Vila Moco,,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-reformado-a-venda-no-condominio-paulo-coelho-em-petrolina-proximo-a-univasf-1528238680
"CASA NOVA COM 3 QUARTOS, SUÍTE E CLOSET NA VILA EDUARDO",600000.0,Vila Eduardo,161.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-nova-com-3-quartos-suite-e-closet-na-vila-eduardo-1526431889
Casa no Padre José de Castro ,289000.0,Loteamento Recife,90.0,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-padre-jose-de-castro-1528185928
"Apartamento à venda no Edifício Paulo Afonso, 3 quartos, planejados, Petrolina",400000.0,Vila Moco,122.0,2,2,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/apartamento-a-venda-no-edificio-paulo-afonso-3-quartos-planejados-petrolina-1528164992
Casa á venda ,190000.0,Centro,,3,2,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-1528157545
CASA TÉRREA NO CONDOMÍNIO PRIME COM 2 SUITES E CLOSET,1050000.0,Cidade Universitaria,200.0,3,3,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-terrea-no-condominio-prime-com-2-suites-e-closet-1528135117
CASA À VENDA NO LOT BOA VISTA,380000.0,Centro,93.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-venda-no-lot-boa-vista-1524775221
"Casa para venda ou aluguel no Jardim São Paulo, terreno de 252 m² e garagem, Petrolina, PE",220000.0,Jardim Sao Paulo,252.0,2,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-para-venda-ou-aluguel-no-jardim-sao-paulo-terreno-de-252-m-e-garagem-petrolina-pe-1527970634
Casa centro n11 ,180000.0,Massangano,60.0,1,1,,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-centro-n11-1527963943
NÃO É APENAS UMA CASA. É O ENDEREÇO DE UMA NOVA FASE DA SUA VIDA.,2950000.0,Centro,300.0,4,4,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/nao-e-apenas-uma-casa-e-o-endereco-de-uma-nova-fase-da-sua-vida-1527912789
CASA DE ALTO PADRÃO NO TERRAS ALPHAVILLE,2700000.0,Centro,300.0,3,3,4,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-de-alto-padrao-no-terras-alphaville-1527912415
Venda de Casa Vila Eduardo ,1200000.0,Vila Eduardo,300.0,3,4,5,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/venda-de-casa-vila-eduardo-1527878445
Casa em construção. ,220000.0,Dom Avelar,80.0,3,2,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-em-construcao-1527720724
Casa no jardim São Paulo nova ,220000.0,Jardim Sao Paulo,72000.0,2,1,1,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-jardim-sao-paulo-nova-1527778038
Casa a venda,260000.0,Loteamento Recife,,2,1,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-a-venda-1526458243
Casa no Condominio Colinas do Bela Vista,1290000.0,Boa Esperanca,171.0,3,4,2,venda,OLX,https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/imoveis/casa-no-condominio-colinas-do-bela-vista-1527678799
